proximity,temporal,trajectory,ais_gap,behavioral,is_culprit
0.2709366767314613,0.38665905270585116,0.34713088086529975,0.20861322375893293,0.001344032287160346,0
0.790676335426256,0.6337391029631269,0.12458151671779469,0.11699576511696992,0.2600050765362417,0
0.4507847860905055,0.5006338953603158,0.3105712062431962,0.14081673143616333,0.3163894293124714,0
0.9619357060515933,0.6671553778669195,0.9937391611407118,0.6747074648124038,0.8957230765195152,1
0.052369233538790194,0.0037473018704354153,0.5321667885063729,0.3645272539489376,0.09970388596254104,0
0.02204110799348813,0.5721344437398683,0.14509657130690096,0.02243320482197997,0.0337804174182042,0
0.40754340916025056,0.2917565978772057,0.15350575822253526,0.15260484268050753,0.40369221859052007,0
0.9433117410984708,0.8744747439219646,0.996306813006332,0.7025925893760926,0.5141042321840187,1
0.3905395918360757,0.3516587532119295,0.24201289165166556,0.07243816983167642,0.024014900494724822,0
0.4837530765869737,0.1861378450649448,0.5288081984937388,0.2336184466327539,0.23873024186889225,0
0.13721201972709043,0.039633999954923234,0.0942211370500795,0.13544700071705576,0.22032148420493658,0
0.5470744959079568,0.14411020558366827,0.3698602210426553,0.36978864410111667,0.039814126051143095,0
0.3883174606467221,0.4889945416120074,0.04894108961957777,0.347640945202763,0.21655283913852102,0
0.8487221415601172,0.7482888325094806,0.9610643305180155,0.9206391088941186,0.7933155516606244,1
0.3701480384584197,0.3955079183542938,0.25434930416686413,0.11528478180693852,0.1319903596452841,0
0.5525905827783582,0.5829855719247743,0.3554349465782956,0.186609032846087,0.3368299929230684,0
0.5616834945783279,0.675988349913397,0.05430592626381416,0.023250054280057154,0.2940087094757196,0
0.9253521265895606,0.8045269565992775,0.9602505941042128,0.6519820492708461,0.6958016395323032,1
0.7834882739132472,0.22645578797615698,0.11374030494116211,0.1220916432913175,0.17205596263776407,0
0.5436242306922032,0.0376704971247791,0.483962256528268,0.24118007517254025,0.32760659175192186,0
0.5981278311425671,0.3749383232899289,0.0654938891039841,0.19847851466119232,0.08617131381046894,0
0.5471913571262208,0.37087764787604977,0.3751345595582696,0.12605720908110238,0.24575531972076348,0
0.656113630815384,0.09283431894466236,0.07278568936376108,0.17848597239926428,0.020467068283971712,0
0.03457831366371744,0.2113627853839033,0.5883493191565725,0.21580192902149414,0.31315468085492815,0
0.004436326725523632,0.33943661040979145,0.5929971207734325,0.15007421099311924,0.048519079319430614,0
0.36952700925475873,0.6741031261945807,0.20509836813900986,0.3195690932860053,0.39942316560653096,0
0.16659863739114933,0.3103573912608482,0.42936076509258286,0.16420791416557115,0.09550347768521056,0
0.9902482920419255,0.8603001465905173,0.9327299257614496,0.5126211788998218,0.5601434888746808,1
0.4510852336468295,0.09280161831918111,0.34508117157649476,0.1290270990550873,0.4919637818092326,0
0.4605326547174441,0.440809343832933,0.24060736582178885,0.29785202527414195,0.20059296251191477,0
0.6123800993319919,0.6877018649578347,0.10087006032713937,0.18983787346486994,0.27447024210331256,0
0.34888587172718327,0.20771190853741273,0.23613824409036308,0.3352324512231155,0.3258212805394777,0
0.7631175465998532,0.3339001591802665,0.5273361282612169,0.31688311311900225,0.13267876197042366,0
0.6099506191711601,0.5759154766582932,0.21179542224933084,0.3896927905971209,0.33761667785375904,0
0.9098138943820245,0.7838387695841897,0.5348674585997226,0.9989900884778389,0.7826505757840703,1
0.11690962984516028,0.587239291649616,0.16631694592412918,0.21578038847799408,0.04021638634703123,0
0.86990402061825,0.7449939645096613,0.6591068203565646,0.826761630786867,0.6129418009815809,1
0.5722054455763294,0.4397970434861208,0.5805067982024554,0.11256700951144634,0.12319752312543014,0
0.062014683596055775,0.6244528428998757,0.02072701125897758,0.19659006770698353,0.0004522798517807014,0
0.7113588843109295,0.2375782299816086,0.37849091740041463,0.13228261912134004,0.44449486928975207,0
0.5834579121969086,0.06602454212653476,0.4240207243268738,0.3521666657102003,0.27026890910101325,0
0.7805846752322383,0.329002262235466,0.023522180382473713,0.20539573998518584,0.26092039647522963,0
0.4635977912661631,0.5860755349314265,0.21045738614901702,0.3645555984672136,0.20020605532376867,0
0.32181184436213855,0.07279424336826687,0.2795562918842334,0.2592284630203167,0.14884690059214106,0
0.7138715879550112,0.33499966818303306,0.169417683793632,0.16741595067709653,0.20794827819718453,0
0.6170463432210911,0.5165659613664169,0.28393610697691984,0.20075894422097013,0.41783265115705515,0
0.5759034223401452,0.3574146770740847,0.4467211297687757,0.13372429338749078,0.2709847040583647,0
0.8740156979058402,0.628969787253649,0.8397180109893371,0.8601778212074409,0.7314882451989,1
0.4039702849270319,0.05790368332886913,0.34836375367524275,0.25157373349319817,0.2933406477532863,0
0.7253165302696797,0.9922189491412438,0.5606913910533725,0.5557748181622386,0.7034825478990481,1
0.3559879672551233,0.12774988244773408,0.2523232585114308,0.34756314092804985,0.37786097913041045,0
0.1090473969732539,0.12539361467650517,0.3308823674521524,0.22492825917267154,0.21574302646657206,0
0.28845203044595785,0.36306262410791307,0.24699509654475985,0.011782797202572581,0.026983778946205517,0
0.8885411739650251,0.7717838494311736,0.5645505804240349,0.6858179132274399,0.8644118816871511,1
0.5939090800920285,0.047275596073568134,0.4240975240679179,0.12792473091409354,0.49025118520956706,0
0.12524604368091827,0.14298424164223777,0.2902350573883266,0.19113413962636785,0.03387233631096065,0
0.41930233065554534,0.5765973950827294,0.25399852146605123,0.2324760676512818,0.3761423045422255,0
0.3164355059430219,0.32608503522711746,0.474468619902402,0.3219463359381999,0.08338685934237028,0
0.13205315426242992,0.2532720858719509,0.518012010924259,0.20376069094008953,0.14845075802842778,0
0.9850754875207453,0.9263864358668239,0.661486971401213,0.9860491226139962,0.9924106586982344,1
0.32692810699662245,0.4591461720219323,0.24339191907073682,0.10293924229622844,0.041326337999934126,0
0.2108882768942656,0.19003589745682165,0.23918344780988368,0.07395441241012346,0.4769092016572382,0
0.08230390830492605,0.43764597319716103,0.26501843282773235,0.1694072195906372,0.18599589146213974,0
0.6946517681379567,0.19633388645276678,0.012345694436173971,0.3672388063836427,0.43224013878680273,0
0.22152143203680233,0.3664412838275129,0.06545291835859024,0.037370827504430305,0.41873305421685453,0
0.32821257405538645,0.46320157814161494,0.5659203350862917,0.0980522366245849,0.006579915645430701,0
0.7280485029491894,0.2765688793892501,0.28164435792763143,0.2438657955612553,0.4106581727374972,0
0.8443378023478847,0.6987549460917112,0.7011735281891383,0.6022633617170657,0.8623810373197196,1
0.09516348011900347,0.6891332325871913,0.15393912660231532,0.15841730937218226,0.3202270987533925,0
0.4839633047516251,0.6349353643389886,0.575040872301858,0.220615220185219,0.18744314745146873,0
0.49614619749838085,0.23172601508261487,0.06027043304644392,0.02187477866590384,0.457545584731159,0
0.42868139178693854,0.14378099073480705,0.34013913028428705,0.38276361014575744,0.12414094735128228,0
0.49122923094698845,0.36405324957166274,0.03276089424587014,0.20372996301220817,0.001142245613623638,0
0.14872317910243202,0.5386204770685593,0.20063939489146906,0.11287231719336646,0.19452433815413545,0
0.45147714145679174,0.12935051452080043,0.0636211522737803,0.2960055682886011,0.39978466888466985,0
0.6511072188407657,0.6902521155645471,0.46486676620980966,0.3125058439876103,0.43943593843886053,0
0.6903018999339722,0.2868673793998081,0.18239968980423663,0.3922265777092598,0.4204458867751466,0
0.6236572420303457,0.47287086776589515,0.46376067966003354,0.12399506985415232,0.37236061870224046,0
0.11295586596242241,0.39117850425331024,0.14357056167339577,0.3035445544089415,0.41169431887791796,0
0.08427571846637205,0.4388708964243977,0.2682054487655426,0.36508980923666146,0.3811470364141911,0
0.8044563793404853,0.9593873679120022,0.9326554708779099,0.926139153759701,0.9445612549536024,1
0.30011296497803547,0.19565285366007162,0.4142376805707719,0.005189838192105123,0.01545472693117933,0
0.4198929771623262,0.3763644108496085,0.43008201847922206,0.1439469395764268,0.3988662975954696,0
0.50233747911648,0.02683212491297706,0.3278874130014509,0.344764838172708,0.28378708127764063,0
0.14066261236455607,0.35726345924330877,0.45416750191758065,0.044042078578160206,0.4085495393701191,0
0.13398531293044888,0.3738535445512451,0.2314460894620305,0.0994495070045423,0.32371625650436614,0
0.029913687017951496,0.5320320647205515,0.3161643832406225,0.3503084842175412,0.26035915996067494,0
0.7105099505602144,0.6574403875528568,0.8978022943204136,0.745988024428974,0.6651275628795152,1
0.22763935861370435,0.6761204187428277,0.25978159847005655,0.3536012130700068,0.32408156160288715,0
0.686742117018928,0.5967146813417913,0.5737872166738208,0.2791768944812376,0.4026984676971831,0
0.5865023163220652,0.42365878516204636,0.43041248033503904,0.2863001645699332,0.02045389651814883,0
0.412888668425202,0.5548559525085321,0.1457773119060024,0.1860591945896054,0.21749285548019753,0
0.8208361507852732,0.6487358111069645,0.7628557706350739,0.7231241826351658,0.7980356543665844,1
0.43953044702596133,0.01928005075650725,0.019150792563450824,0.2805439204072931,0.353790559279678,0
0.7679513069795735,0.6136932770526679,0.2808358004323535,0.25036260467406757,0.22859086384813299,0
0.17835698933420235,0.2636738980794399,0.06233053947879969,0.266610847597997,0.09601507185698377,0
0.773949282417102,0.0221682514536611,0.09103797003372728,0.11943167374868723,0.4709034822081272,0
0.7270734369026646,0.11340058856837244,0.5886706639664867,0.3002990100517684,0.26998854146629886,0
0.7453623063691888,0.6164249995236151,0.2347898955103543,0.2625372783917727,0.3236925727866718,0
0.7980904557468893,0.6717560698618663,0.7334049387309893,0.6316405181533296,0.6130390758198415,1
0.7633151751187678,0.3227965093725185,0.4109348792859539,0.1344919579070616,0.49793053922538605,0
0.5270140848333338,0.1372066260219087,0.058910399172880185,0.3772722284708332,0.47238891610531375,0
0.49706270034234495,0.011894049542370255,0.13532093056589276,0.32051071364741035,0.4377299146565186,0
0.2924164946219556,0.19195750802063166,0.07018230825982501,0.046297814379638785,0.476301349203982,0
0.6469008917804002,0.11534555241264513,0.12423002993035982,0.26222062026417076,0.3823321075918154,0
0.9430944535781343,0.6653350765345531,0.9920641440118486,0.6139010329075132,0.7536492598784184,1
0.47009260425504806,0.677153319949876,0.3946004658450948,0.23396170652859827,0.2593862893319884,0
0.6117260304780241,0.07423868241133752,0.001255140709936464,0.3809955471157855,0.24932883975009285,0
0.2626683030683126,0.257637282058174,0.4823059896713555,0.15294808496750067,0.38508458699684645,0
0.24509509847285785,0.23874939633004236,0.002547385395391433,0.1689197726974725,0.41504770868873125,0
0.13901714029925136,0.2724298753627941,0.4778290097288471,0.21300243796939597,0.21680102971006865,0
0.8382018822823907,0.9418888549160275,0.5374905048837366,0.725735140875081,0.8465970361398332,1
0.0696168316592928,0.5193260634554174,0.3162440159060164,0.23753516061674543,0.28234731141510017,0
0.7149087472381755,0.17595817976080846,0.19431204145763412,0.2676092656372146,0.3968895514808424,0
0.10809388157493105,0.25940478929007676,0.40488687251210503,0.2517623621065723,0.33240451896246515,0
0.1693325917009874,0.6600942717554287,0.5163411448838383,0.28121624476012996,0.2267636397613909,0
0.42957728912854826,0.39457275746210535,0.14135426146093355,0.22017681166813752,0.41798311029863966,0
0.5774036041494676,0.09534558335292816,0.22438680975009254,0.10449085149191384,0.16791938727541633,0
0.9404994375363678,0.9857850470503791,0.5273006263002089,0.7298521381589784,0.5605657876773844,1
0.9257532008109588,0.9698165463317274,0.6598599250863424,0.9397376989846151,0.5022768864464401,1
0.44756381065712614,0.27627724458811037,0.505881119231695,0.385611646231299,0.02113455348210136,0
0.011340711099656443,0.3112096363994629,0.20483812780862948,0.2714362737469457,0.3164155183250736,0
0.6690133983812006,0.1356841163945409,0.20231251826727834,0.20575234706780746,0.07329378381371476,0
0.6408258900308108,0.16277355983448288,0.366880648324034,0.33600195820898404,0.43434213413070394,0
0.46856484669968873,0.05565175889041358,0.5942727754462307,0.26974416367909687,0.3223967207799643,0
0.30265714254864007,0.3638513484732989,0.47471841083816085,0.015249682086222682,0.2641558261589827,0
0.02247633896155268,0.30954946545143225,0.5964560340013662,0.1357428456897107,0.41213984350731603,0
0.12265977473082153,0.6766546844360782,0.34086560067857113,0.12814592417459517,0.08363756848626991,0
0.0804993385040259,0.5580337767271364,0.034612888609103096,0.12284989372664788,0.28213577840694076,0
0.6058279390354778,0.5073249456532841,0.0037312381319576145,0.37569215941035494,0.05880100436480029,0
0.7688674226179297,0.058813753304964606,0.12561180748712644,0.27100798930559056,0.2978190083984645,0
0.8061825866256978,0.7789285378002029,0.9760587973409338,0.8017455726530247,0.7191058589987847,1
0.5574336204282021,0.37033235065565,0.2715052791579678,0.3379688081798549,0.1129530800526205,0
0.19992832105172342,0.24559770221387814,0.47143511645433617,0.03625012544886883,0.01830733824503622,0
0.25523671766703754,0.6358512218252621,0.2339751137789161,0.3053054722061481,0.21614033909570196,0
0.45936016571957294,0.25751505349413967,0.07103306127426319,0.30834955384512414,0.21810404987390436,0
0.8179158364153855,0.8613652910601299,0.6787022574880304,0.7227643551974824,0.845476457515697,1
0.640241617448324,0.6722097263218902,0.01306736208395629,0.3889625040237901,0.08663324382728399,0
0.303001180310532,0.19940161067415058,0.3474518566445392,0.012291554360825387,0.4925227136528626,0
0.010687000729718399,0.4888893289262778,0.33893476050904564,0.2483903162229507,0.32327189100530695,0
0.322117618248106,0.2750753388471699,0.5305851682121439,0.3787920822752509,0.12363180980000443,0
0.5744634569597105,0.19871617520658288,0.5647911717989428,0.17944178400462962,0.3722116046113008,0
0.18865973821614235,0.6099245180365978,0.23237976261382126,0.21479923286276065,0.4283961899444608,0
0.9595721641295927,0.8223544050738244,0.8036395939861473,0.9011683228386043,0.5703979624961252,1
0.39004969418717766,0.27991957124475025,0.1777594508753996,0.244091813780959,0.0888637105180049,0
0.6365805676125734,0.5720867002749493,0.39114486470071114,0.35601774035235384,0.022832425230800535,0
0.16152603169258573,0.6351453208463583,0.3550593779931989,0.36475603765204867,0.1581928108978239,0
0.13957852904352333,0.264648709638304,0.34222446870189,0.23989679133524247,0.20101834498786159,0
0.7956789822349903,0.01100400977178706,0.5253979671514236,0.16402180165999447,0.43103432047754103,0
0.11466433065333047,0.23375947932107174,0.5892008393822747,0.24158879684767098,0.310425808094962,0
0.712153900834038,0.08005461192626617,0.5163197282623497,0.35477840328574434,0.29168995412363935,0
0.9767671757571534,0.875851607503711,0.5958587113634708,0.9771670781942847,0.8783306193416912,1
0.09964910130203403,0.0665423071293388,0.40466044271959317,0.2433826772334836,0.19286475579441076,0
0.12737336074546937,0.3457159621247125,0.1073886603441595,0.04900012821218769,0.435330936529981,0
0.4155984215172864,0.2233689970230331,0.43164398027156786,0.38572507427097663,0.008037896902450992,0
0.19908834397010927,0.23191594122059145,0.11190775940558399,0.3001864419434708,0.4343907811603443,0
0.8301824498717492,0.7410262141199997,0.695569557880431,0.5898960569497684,0.6187119811173374,1
0.16444384681058485,0.21648155575600583,0.43548869513478705,0.35963171251616577,0.13179020589495238,0
0.6580397846108296,0.06523816985912219,0.38496013203696433,0.37000096577054586,0.45352974912092303,0
0.6585853765202763,0.5722239287044547,0.38156763347220596,0.39847730921066676,0.11081206557031487,0
0.3666784095887879,0.4998397549889722,0.25264795002575663,0.20850611800290048,0.4702779068214509,0
0.8344664448797848,0.7361099932078283,0.596699580138768,0.8825508819980192,0.7225394427508318,1
0.669973965668064,0.45705194976156954,0.5259709031158952,0.03187846941675572,0.22144739939777824,0
0.686327360649518,0.24335726493217222,0.53995137258875,0.21075706625317042,0.11876655164812672,0
0.7800234254393076,0.9272014270600805,0.8207969198128064,0.7454950191253846,0.9443586491863849,1
0.12754261865180183,0.35142007297820166,0.39388596344785604,0.3775308239299712,0.007743541214422556,0
0.22217055869396765,0.02856396859515654,0.48445961060168685,0.3174198741511409,0.2575395342939928,0
0.4719307213021333,0.4457294890084773,0.2594157471153924,0.15413628113186684,0.3338452142296797,0
0.5662293630281429,0.6895589021449149,0.5954299766725383,0.14758425195025732,0.13907967902119045,0
0.4432123812357082,0.21998278202284136,0.49491488918997995,0.36783925671695905,0.35219465080989665,0
0.5931059679218892,0.28902246954230915,0.0420616476009549,0.3374599757250978,0.2726331334376321,0
0.8865792139371262,0.8626102615594622,0.7818635422734019,0.5048843772562028,0.53290732943401,1
0.8716611527752929,0.6419485175712002,0.824985645213448,0.6718488388616305,0.5097527763722078,1
0.6442613506232266,0.04803637081119556,0.5578619120023781,0.28250646405215823,0.23779551014617434,0
0.008928707907295408,0.2730877177324786,0.3874790481169474,0.34356523921651555,0.30888199705471275,0
0.31816593700062823,0.31315157072136246,0.5239771961119707,0.14054292380271868,0.03257879931090357,0
0.7987673008077661,0.2658410038709725,0.11583283001344541,0.018052054639122784,0.08548444130268068,0
0.2592515234956158,0.4019948348234641,0.3993530494537701,0.017127569678084643,0.46809005159691813,0
0.18851067588900153,0.10434340536790132,0.3184976604373737,0.2710343276017187,0.15362639467994899,0
0.5355529749957519,0.20600569711037664,0.5413029120967233,0.35227789486849365,0.0355971883705089,0
0.7451207560588119,0.879223474458888,0.5000600507444874,0.9109068075133548,0.613743887479172,1
0.5956959158036005,0.030966044798146384,0.12555865763884347,0.028322071838079443,0.08991189755225965,0
0.39324144880316303,0.6412639520993478,0.376304411991617,0.2825919255925127,0.041055338336271674,0
0.2294296705067388,0.6942123390671612,0.3362533809865148,0.3151269733602011,0.016241233003203293,0
0.06726097130661533,0.07646323867117287,0.009171506603265133,0.36879158746293356,0.12681764308655913,0
0.7972553049053115,0.5166908953796514,0.15036647406965734,0.39672185427401424,0.43426692876277767,0
0.7494994016262952,0.6741287645034993,0.8400930707336578,0.5391401227971351,0.7507149174361614,1
0.05328233971923897,0.15490832438820934,0.5690639719953315,0.19942865493974582,0.28685648475694925,0
0.8320184935482731,0.6532009624290299,0.7583081551515418,0.5269778963999523,0.4289496211382019,1
0.543718191685558,0.038487127334033595,0.3127703073714662,0.1064105976628817,0.09384697150353288,0
0.4586551120437176,0.2075243081448074,0.2738294248362032,0.05558953548579764,0.06324284422661136,0
0.0852231478839891,0.05009207870368262,0.33222823122045914,0.3024021965950315,0.3961834360994281,0
0.7662758465115196,0.11787465213361288,0.08137137233330462,0.18798191172407558,0.43050376283607505,0
0.44654248657506596,0.10974828592541576,0.23475754146343325,0.2877383106619,0.186706342471181,0
0.03129548022132962,0.40871877275124086,0.4320807478157696,0.2859085966569827,0.08243291926736412,0
0.26879327152314697,0.2864206046078438,0.25228884763627546,0.045663395801871065,0.1927657653506774,0
0.8519896559631488,0.8842242688465486,0.78472384442205,0.7024652801994495,0.9565584176527204,1
0.4784668533053905,0.6823536185937891,0.5204258138100839,0.26945044065004575,0.4496567477123528,0
0.17670181357131556,0.4837395639326629,0.5512675667154774,0.006960064006586286,0.39974449826629216,0
0.07152235991280609,0.6415880082116494,0.367208024042492,0.0648277754266315,0.01970508378552671,0
0.6622571870209769,0.09764435866135261,0.5637248243080931,0.0363461026801001,0.4189892418966161,0
0.33882603458440796,0.6109147431730795,0.46114454506945957,0.34115291294408046,0.23512104620512042,0
0.9141304950186097,0.7274670370761722,0.5235866339067089,0.6162000554270244,0.4008169834631522,1
0.2904225247908112,0.34568018588882365,0.01164425257788555,0.0030919260905787117,0.34323178421615297,0
0.08034867349745554,0.051691854358355,0.29735890518300784,0.28726372383232424,0.4885826193164816,0
0.0940143791856853,0.04797560882797479,0.1245064179526508,0.040021862821683386,0.001692180700463508,0
0.2280589537280366,0.11494481856795885,0.010949941257078466,0.14185279337886234,0.4129578934958446,0
0.24292921222393649,0.4970698155455089,0.4372409685910759,0.010222585478404335,0.48089255146701265,0
0.11120751439200874,0.5022254925125446,0.22766588097151128,0.3472890170993559,0.49748051421186745,0
0.7579968902073354,0.9277822472192512,0.7527514737897046,0.9827155321414968,0.7948533984599477,1
0.4745903213170386,0.16066641332224169,0.43122003858649205,0.11528051482462601,0.4228793063703929,0
0.781810927278693,0.005455087035492567,0.5727798491360775,0.14338411726565284,0.24415783975515482,0
0.7392684109584233,0.5431703820936408,0.14593349286611004,0.038741075218201984,0.42061311387245365,0
0.1852727138044913,0.38822320509314234,0.09528871386506534,0.2896958122096111,0.2868800585555746,0
0.9784766086607782,0.918671270469043,0.8258693287665173,0.6965327070836054,0.9598460022536116,1
0.4481091519163717,0.4502449601667555,0.14240231203716017,0.2111715880520341,0.3385316169689883,0
0.33272411844854066,0.04435148558109546,0.3614893833488653,0.36384903862047113,0.18365897180162705,0
0.30685895532483864,0.5783038022381193,0.37842691773138354,0.3445658570180234,0.10680682213540077,0
0.6412421198416856,0.33661954133115113,0.25175995865839795,0.1858957808615026,0.2501435658765845,0
0.0934329638253943,0.6447208495529327,0.2903183233596485,0.26177661456079465,0.04430094077642727,0
0.19635991422100174,0.1427697856249157,0.055185997920587315,0.35993579804313186,0.1673512548698366,0
0.7815096779062283,0.6542837266135813,0.9156884867108908,0.621413838014504,0.5243857462453283,1
0.01772195841599249,0.5599915016387016,0.13293288325119454,0.21864935078578362,0.3289018777884715,0
0.07548376924515968,0.23439447081826675,0.5218296959043912,0.14090543006714462,0.25000242072625967,0
0.6215746870731512,0.6885139279025858,0.16730394194400383,0.040764798073125434,0.14607343279878082,0
0.3990159878281098,0.6371403465917944,0.012400461481426105,0.1299027587083946,0.2893015941495582,0
0.4462919240098277,0.5328804009188696,0.00807550934200052,0.29733456927193913,0.20435100769284625,0
0.8836639457823902,0.6027084363347112,0.6225788401845238,0.7853058288299306,0.48137940750511465,1
0.5532612367434935,0.21981012617078974,0.12824933514911604,0.3760278545087851,0.11089488186111102,0
0.14258338345256308,0.3247826530774419,0.17577972469257255,0.15540800080703146,0.42368436719719277,0
0.7773235890187835,0.11503748225248549,0.2955317099551639,0.26356753188705645,0.008508780407906202,0
0.589881174584422,0.29292539702550174,0.3863645853303626,0.25344076193463594,0.03730608628699583,0
0.6117474135118474,0.16354975489354354,0.5109086600922558,0.2837625295469434,0.38334068848945213,0
0.732362185055869,0.21133757264328928,0.06745763770618081,0.0395438056241551,0.05750171446971131,0
0.31753678470133545,0.5555218988293548,0.3843731797156265,0.3556693996466648,0.346553580972163,0
0.6120093518081142,0.5017190316716122,0.4413156208753673,0.22406561678782025,0.4785483203211139,0
0.5365403986358718,0.15993381780535035,0.23912182015131503,0.02271396421176375,0.15928555342087225,0
0.037990205460693184,0.04877427696193193,0.27663118865355435,0.13974913450707233,0.11549631347758227,0
0.7941101624947425,0.9763333133607004,0.8633262544500178,0.883826478453664,0.6311119584306805,1
0.52387792358513,0.45353349587187136,0.2644862393944012,0.27348220122483563,0.15651711528351492,0
0.37349110802711466,0.66150578905764,0.5949779797636914,0.0035658629658053445,0.31402415728952854,0
0.35623310544336956,0.0051491509981186675,0.3642814165136964,0.13180931530519216,0.35081139945319545,0
0.8975290167479621,0.6928449177937309,0.5698556153408432,0.6275871608816501,0.47698229143865845,1
0.4691814338563977,0.43367653929033534,0.02325676769144842,0.2754329880262207,0.43423635863533666,0
0.21034096749832837,0.5270141249931914,0.31470109421761944,0.1019474407342246,0.021033855402602275,0
0.23444175927664077,0.27462682343305767,0.5668462192843656,0.11548347281340723,0.4971546529704077,0
0.7318292612921276,0.2799448307950815,0.11037744664736157,0.29916613004737774,0.37998377552375007,0
0.1596012947283157,0.20427881094396771,0.4961442179948864,0.2761268285383135,0.24789225653217845,0
0.14372662436413483,0.675120915145828,0.4596820282098507,0.027473103646732257,0.21081017872956587,0
0.08643529910545196,0.5408311589891381,0.4444443572529988,0.32388004900425643,0.04258360743871842,0
0.7372781319493378,0.749025916508587,0.6997044779191242,0.8762543078807346,0.7874564394913031,1
0.6114029893121888,0.5367728125299148,0.07361031971642974,0.20371980237482912,0.30406353672401754,0
0.8059679958884834,0.8444432966053091,0.6158650779625585,0.9612236090186301,0.7288149261411032,1
0.7862375409148905,0.6152280350403164,0.19518937058811972,0.015469049895632159,0.48272115738562815,0
0.26218816527566785,0.6384086299061079,0.2695746407247117,0.35546301536158265,0.04464761735697248,0
0.6768630539826361,0.4286648482155671,0.3227514491877574,0.12238233188330692,0.24518463856794687,0
0.21876358510212565,0.3190725697824638,0.46129016507214626,0.25019619230192236,0.3402672232453248,0
0.9676650281381893,0.6211757390851539,0.5994715188055049,0.8620969702411561,0.6449414262237023,1
0.5201705969869809,0.6284355784539938,0.44160205596986785,0.3732469095656652,0.07597080240565207,0
0.6053034376100578,0.4918389076570606,0.004531642943003078,0.017190159785790193,0.016884793041553325,0
0.42209391839299015,0.5435568593762662,0.24321455981902335,0.0012919553974226174,0.08744734467355153,0
0.19572995679488,0.5973699249964752,0.22223256148107748,0.2085187313847402,0.24486625968709835,0
0.10758460316871554,0.2563141214768771,0.5997865504869155,0.2256506030526908,0.23261763280760317,0
0.8647430472899083,0.7052036294113435,0.7831831074364178,0.8641599329705354,0.46341036069731345,1
0.7626766854078145,0.897951692662154,0.9678332888638381,0.712343598413156,0.7799475607390709,1
0.02496972823390955,0.09204132703138178,0.23067033821410202,0.2657568258148419,0.32016425261549714,0
0.1537251940001103,0.09302731998299134,0.5628429880891197,0.1421438879761707,0.23021600904209055,0
0.07628777511819891,0.6371643084287802,0.40081107865154636,0.20398838459436774,0.21563286965898265,0
0.04117240938227251,0.15000594566146713,0.5136475184510126,0.24888176511445317,0.09693756013914318,0
0.15136257405384201,0.24508785877908662,0.36917792299841257,0.21696610387385262,0.2635174376056846,0
0.6951446398492293,0.6028760196369071,0.507119101682674,0.28098067350378425,0.19622510675792315,0
0.764554111606119,0.03169947399768519,0.3710298439765656,0.33844964897334084,0.13595645498133613,0
0.9936238215185409,0.9543695887768202,0.5996640442483175,0.6351546584666695,0.9383817460652778,1
0.08740143471026363,0.13193402013518757,0.3651296454909723,0.05880573801211151,0.2862725854491829,0
0.46043617057212494,0.41744808045279147,0.15042083470517154,0.32843234670388294,0.4852218110916667,0
0.22230881797885554,0.6058453234184851,0.1758312238813626,0.1395708455714455,0.39272172312748777,0
